adsh,fraud,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0001144204-18-016958,0.0,24817000.0,31285000.0,11834000.0,3515000.0,122136000.0,21379000.0,0.0,129371000.0,86748000.0,342873012.09000003,211713000.0,35117000.0,161423500.0,538,0.01572718495
0001144204-18-016961,0.0,49890000.0,18873000.0,12146000.0,2686000.0,128808000.0,25629000.0,0.0,141980000.0,3656000.0,345184011.65,245198000.0,32818000.0,265110500.0,588,0.008726649855
0001144204-18-016963,0.0,70869000.0,15197000.0,8924000.0,819000.0,70075000.0,24959000.0,0.0,154232000.0,3046000.0,405342011.02,194949000.0,27343000.0,258073500.0,524,0.01241757509
0001144204-18-016967,0.0,43834000.0,6523000.0,793000.0,481000.0,6955000.0,19575000.0,0.0,83838000.0,202191000.0,813001.02,63749000.0,6534000.0,119546500.0,402,0.02102556901
0001144204-18-016970,0.0,64911000.0,10416000.0,71000.0,613000.0,0.0,4101000.0,0.0,29590000.0,17400000.0,1149001.39,0.0,1917000.0,46422500.0,382,0.024536251180000003
0001144204-18-017126,0.0,0.0,30843.0,-40499.0,45415.0,0.0,30065.63,0.0,282573.0,293230.0,0.0,39545.0,0.0,-112575.0,122,0.052658493669999994
0001144204-18-017129,0.0,39150000.0,41236000.0,25522000.0,62373000.0,43464000.0,303452045.24,216672000.0,583555013.7,31715000.0,199195000.0,119356000.0,568783000.0,666923009.25,1126,0.007398317256999999
0001144204-18-017160,0.0,103000.0,2528000.0,-16930000.0,3859003.6,2614000.0,61192024.23000001,13274000.0,76355000.97,8667000.0,7012000.0,17802000.0,3883000.0,40997005.23040001,466,0.0133111126
0001144204-18-017176,0.0,12469999.0,23177658.0,11947615.0,11250692.0,62747852.0,286060078.27,0.0,154892752.0,6854896.0,73433379.0,233171871.0,437523668.0,315705818.02,712,0.008311460841
0001144204-18-017279,0.0,606824000.0,1205494000.0,136594000.0,339852000.0,320429000.0,4280038028.8798,124844000.0,4646480000.0,980978000.0,2295544000.0,1065953000.0,2871662000.0,5797699000.934999,1518,0.004935715948
0001144204-18-017418,0.0,13136.0,14289576.0,187562.0,8498.0,0.0,224740.57,0.0,11289944.080000002,10008000.0,8498.0,0.0,1940817.0,43675148.0,356,0.06240254878
0001144204-18-017461,0.0,11722000.0,7379000.0,24779000.0,27623000.0,248120000.0,13171017.52,0.0,220438008.47000003,-5869000.0,58935000.0,527540000.0,149660000.0,514833003.9,762,0.009726662196
0001144204-18-017511,0.0,-60456.0,83465656.0,-21820332.0,5541628.0,14083142.0,53532997.88,0.0,287545833.4,39589307.0,9482489.0,81161693.0,0.0,341096093.00039995,528,0.007171726729
0001144204-18-017534,0.0,2389859.0,-647603322.0,-1570273.0,1060252.0,0.0,63942256.0,0.0,986874978.0,657775000.0,10998652.0,880333.0,0.0,1295081317.0001998,188,0.05808310266
0001144204-18-017536,0.0,3424671377.0,-10957672.540000003,20693830.0,365175.0,13161558.0,174467661.0,442522.0,1421611105.0,82759117.0,1430868638.0,35030193.0,17686.0,1616112945.02,1006,0.012645582590000001
0001144204-18-017543,0.0,48348000.0,99202000.0,160133000.0,115569000.0,208894000.0,302588114.60999995,20937000.0,1038507000.0,1087000.0,224875000.0,1227380000.0,4590390000.0,1914612000.02,654,0.007125316467000001
0001144204-18-017570,0.0,12539000.0,33718000.0,4010000.0,253056000.0,16807000.0,178638833.43,590093000.0,1062747000.0,13295000.0,638838869.0,62377000.0,286474000.0,575528266.0040001,882,0.003701514843
0001144204-18-017571,0.0,0.0,60701000.0,-5765000.0,3012000.0,0.0,23011000.0,0.0,159221000.0,54283000.0,1886000.0,7454000.0,0.0,116895000.0,266,0.007449002386000001
0001144204-18-017601,0.0,10487230000.0,-558203000.0,70134000.0,47503000.0,27796000.0,756910189.9300001,19466000.0,3242647000.0,1541971000.0,5793619000.0,58308000.0,0.0,6199930035.02,1398,0.0007474138292999999
0001144204-18-017620,0.0,13882.0,-88736.0,-683058.0,2594787.0,0.0,7997306.0,943415.0,5205744.0,488169.0,11562618.0,104696.0,21352.0,-8990357.999400001,332,0.013784185119999999
0001144204-18-017693,0.0,2915026000.0,122561000.0,61523000.0,1823609000.0,368358000.0,1134788042.45,21762000.0,6785889010.54,163131000.0,1571545000.0,975510000.0,4289820000.0,3661428000.0002,1300,0.01274596351
0001144204-18-017865,0.0,8595525.0,-1135454.0,825102.0,171004702.0,12351670.0,27599211.0,0.0,128121234.0,18473100.0,86189618.0,483286122.0,13465723.0,296771566.004,378,0.008713602271
0001144204-18-017879,0.0,2982877000.0,68830000.0,10495000.0,842000.0,5281000.0,412070000.0,0.0,1670357006.88,-83395000.0,1056250000.0,19347000.0,0.0,2791144000.04,1060,0.003312556876
0001144204-18-017894,0.0,38310000.0,36015000.099999994,17494000.0,10478000.5,41892000.0,87091009.82,126138000.0,273524004.41,11100000.0,39728000.0,179851000.0,242683000.0,337599020.05,714,0.005965062892
0001144204-18-017897,0.0,2031460.0,125273309.0,-12425354.0,13202459.0,1002748.0,54329281.05,11097000.0,669515033.1,55343017.0,24016589.0,15145187.0,0.0,249659383.21,394,0.015230675090000001
0001144204-18-017921,0.0,16086000.0,639824000.0,10671000.0,446189000.0,264617000.0,875388000.0,1251000.0,758323000.0,193851000.0,653653000.0,811481000.0,407242000.0,2212176005.0006,780,0.004079360821
0001144204-18-017926,0.0,403664000.0,-9983000.0,6708000.0,13649000.0,1911000.0,22573000.0,0.0,150455108.54,14009000.0,9367000.0,317958817.0,13169000.0,420870000.556,320,0.02006368296
0001144204-18-017931,0.0,732238475.0,-127228658.0,136591551.0,174466490.0,35123676.0,870797896.0,353517956.0,2969162087.0,18080490.0,243092841.0,1330240104.0,1965797676.0,7357617851.004002,984,0.009142902826
0001144204-18-017944,0.0,4664000.0,51048000.0,-41226000.0,39517000.0,42187000.0,184094072.87,311707000.0,593861036.5,13734000.0,96755000.0,117189000.0,179278000.0,530877000.03,742,0.01965476218
0001144204-18-017952,0.0,1386149000.0,5957670000.0,1832720000.0,1652768000.0,603112000.0,4716768000.0,179713000.0,17991990000.0,3799000.0,392257000.0,5280625000.0,7007812000.0,48722635000.0,924,0.01355236142
0001144204-18-017953,0.0,72138659.0,-158531147.0,98710414.0,43249348.0,276057350.0,913431440.0,0.0,3596278190.0,446285322.0,2779721551.0,2135902969.0,517186506.0,4246605430.020001,702,0.019823924580000003
0001144204-18-017967,0.0,59102.0,724827.0,-1334853.0,2053565.0,0.0,1904386.0,605293.0,4399065.0,1245950.0,9820040.0,1563510.0,12800.0,-3220754.9960000007,332,0.01125648658
0001144204-18-017977,0.0,7092252000.0,-92137999.66,11409000.0,7652000.0,9015000.0,251299000.0,0.0,3304691087.1900005,304851000.0,2822307000.0,47006000.0,0.0,2825758000.04,968,0.009554808444
0001144204-18-017988,0.0,212000.0,130371000.0,-18648000.0,3617000.0,2000.0,123187052.0,18658000.0,279346011.46000004,121096000.0,18514000.0,19921000.0,0.0,387974900.0004,504,0.004830699683
0001144204-18-017995,0.0,0.0,1132911.0,-1731217.0,1389189.0,199036.0,10401835.7,1452000.0,129820348.0,3345298.0,23615116.0,2903744.0,5400770.0,-23831730.65599999,424,0.008211039732
0001144204-18-018015,0.0,3451776000.0,295229000.0,3165000.0,75000.0,5412000.0,62694000.0,0.0,711551011.0,32882000.0,1098355000.0,32754000.0,554000.0,1278296010.04,954,0.002762566745
0001144204-18-018016,0.0,100000.0,-232337290.0,-801935.0,1670263.0,0.0,26859140.0,0.0,474375005.0,471054893.0,9720263.0,847473.0,147447.0,1372082156.4002,148,0.08730679412999999
0001144204-18-018029,0.0,882260000.0,11674000.0,1233000.0,2538000.0,5711000.0,38645000.0,0.0,223319000.0,62172000.0,349995000.0,49121000.0,125000.0,531221010.04,804,0.01086248861
0001144204-18-018074,0.0,1485275.0,13142279.0,-131274.0,5833846.0,10597803.0,8426629.0,0.0,168391925.0,5020780.0,33762484.0,26343751.0,122039210.0,10647960.00400001,494,0.02073545065
0001144204-18-018076,0.0,106689944.0,22429406.0,-19399633.0,70732206.0,2401445.0,276779472.0,83591939.0,299199668.0,34152572.0,166186076.0,42869749.0,540315651.0,417782308.004,640,0.022642011809999998
0001144204-18-018083,0.0,20167766.0,8851500.0,1846525.0,10236160.0,291351.0,45430121.0,47514862.0,91945775.0,20514140.0,34828628.0,6914261.0,90618178.0,184879847.02,628,0.0066690904980000005
0001144204-18-018116,0.0,88912515.0,6154813.0,-748397.0,13475934.0,16984375.0,20215074.0,20171155.0,133382811.0,12993606.0,64706516.0,140904291.0,42583019.0,263828342.002,490,0.01515033561
0001144204-18-018148,0.0,1204473364.0,14941861.0,1247361.0,4299099.0,5062528.0,166971308.0,0.0,332822947.0,439675461.0,485556830.0,15983427.0,3818454.0,679793183.04,916,0.009383154101
0001144204-18-018161,0.0,2015495335.0,74352027.48,6643421.0,995143.0,6228851.0,92790775.8,0.0,690708200.0,120181928.0,667277775.0,42318934.0,3015228.0,1237687354.5,1018,0.01057038983
0001144204-18-018184,0.0,0.0,32165.0,-360290.0,26071567.0,25000.0,1144193.28,0.0,134458600.0,0.0,4025818.0,240693.0,0.0,-3858363.9980000257,220,0.042478627180000006
0001144204-18-018196,0.0,14743852000.0,305783000.0,51092000.0,31275000.0,24752000.0,831505017.83,9115000.0,4192121122.09,273132000.0,5951664000.0,115893000.0,3056000.0,9440487000.55,1506,0.008134726002
0001144204-18-018228,0.0,865128.0,432318.0,238258.0,5273421.0,97983.0,14219350.0,0.0,4353058.0,840353.0,7905125.0,2396407.0,12053148.0,-5208046.98,518,0.012070871319999999
0001144204-18-018239,0.0,40610277.0,2960800.0,1173112.0,2920634.0,336808.0,238848.0,273.0,36195625.0,0.0,13776912.0,8522308.0,22332807.0,37465311.002,400,0.02332101865
0001144204-18-018243,0.0,5889525.0,44260377.0,-6273991.0,19830857.0,39069304.0,99097219.0,4915407.0,315616999.0,50901267.0,82865593.0,90425076.0,26403318.0,30428867.61,616,0.006519212526999999
0001144204-18-018244,0.0,0.0,4112.0,-50059.0,76675.0,0.0,24592.0,0.0,1231076.0,49900.0,286218.0,38795.0,0.0,-655345.9780000002,174,0.07701108002
0001144204-18-018253,0.0,3779169000.0,37482000.0,6796000.0,5740009.0,22023000.0,318765474.84000003,29000.0,1915738214.46,699346381.0,1659304000.0,84108000.0,108076000.0,1206609020.0,1380,0.007717413737
0001144204-18-018258,0.0,1970705000.0,-24210000.0,3306000.0,0.0,10963000.0,538114033.44,0.0,1205080607.0,2909173000.0,1601145000.0,472944000.0,4398000.0,1131028271.04,998,0.009203726287
0001144204-18-018261,0.0,18919000.0,64862000.0,12593000.0,31690000.0,6244000.0,114112028.02,526275000.0,613593000.0,20000.0,346362000.0,20659000.0,64921000.0,792059000.004,530,0.01137235966
0001144204-18-018323,0.0,13975037.0,-2738133.0,-12709692.0,20060466.0,0.0,69006043.67,108518596.0,102325087.49,42764630.0,23165126.0,5636309.0,141936848.0,242363994.0002,560,0.009623455486
0001144204-18-018327,0.0,36230892.0,11356325.0,1463514.0,293650456.0,24474316.0,90546105.0,421727084.0,635258411.0,6300000.0,1153772941.5692,84446062.0,86120008.0,251230284.0,494,0.01034797734
0001144204-18-018329,0.0,37159465.0,2401466.0,-8507190.0,306332734.0,36362504.0,233426051.0,420741245.0,621842187.0,25705931.0,1198837846.5692,98810935.0,257598928.0,226668237.0,578,0.014951852909999999
0001144215-18-000006,0.0,986300000.0,1744800000.0,195600000.0,2057800000.0,846800000.0,1100900000.0,2816500000.0,10976600000.0,13900000.0,4779500000.0,3840800000.0,3371700000.0,15929700000.3,458,0.010419598790000002
0001144519-18-000008,0.0,66702000000.0,1119000000.0,3520000000.0,9766000000.0,12056000000.0,132369000000.0,8633000000.0,147805000000.0,82468000000.0,76041000000.0,39031000000.0,220401000000.0,110171000200.04,1528,0.003078794694
0001144980-18-000053,0.0,599000000.0,37400000.0,568800000.0,16580800000.0,758600000.0,3875420000.0,1020700000.0,13133000000.0,12360200000.0,4194400000.0,6248700000.0,83254700000.0,16884900000.04,1084,0.006105287728000001
0001145057-18-000008,0.0,152858000.0,190198000.0,-37629000.0,42663000.0,29189000.0,2365185117.51,0.0,1665056023.85,246520000.0,888786000.0,260719000.0,1392721000.0,954472000.002,890,0.00179773599
0001145197-18-000004,0.0,200974000.0,815426000.0,49766000.0,455325000.0,183205000.0,2745226243.81,174720000.0,5085716039.97,940025000.0,3260780000.0,733403000.0,3029843000.0,1618816000.004,966,0.002149247365
0001156039-18-000003,0.0,20757200000.0,8713400005.3,11816200000.0,9179700000.0,6468300000.0,1358725400734.14,143801400000.0,311702201097.8301,20138200000.0,259453300072.7441,320912500000.0,696277100000.0,346114900197.75,1890,0.001525696569
0001156174-18-000006,0.0,9772211.0,41161850.0,46723249.0,551940835.0,86752075.0,16018134.0,20791532.0,1308449624.0,12979826.0,69215386.0,391661373.0,1529353139.0,1154436784.0,564,0.0291854984
0001156375-18-000026,0.0,749200000.0,95104400000.0,5129600000.0,8500000.0,1645200000.0,12659800342.0,74005500000.0,238866000525.0,921600000.0,222810100000.0,3355900000.0,28095000000.0,286498260016.69,1170,0.00318250738
0001157523-18-000411,0.0,326963000.0,-44553997.0,493669000.0,342038000.0,750984000.0,9289218424.1,2073926000.0,4089663550.27,598578000.0,1828981000.0,2019450000.0,4908826000.0,10867689527.12,998,0.007428604657
0001157523-18-000493,0.0,19179000.0,96329000.0,6965000.0,73995000.0,28194000.0,91592000.0,0.0,755716000.0,52317000.0,89296000.0,247756000.0,207368000.0,758873000.0,580,0.0073677815150000004
0001157523-18-000540,0.0,152199000.0,40124000.0,46181000.0,161144000.0,10983000.0,607452000.0,34386000.0,1404937000.0,17205000.0,423682000.0,231809000.0,639214000.0,1711755000.3000002,678,0.00834017016
0001157523-18-000578,0.0,231972000.0,266989000.0,246445000.0,141950000.0,387103000.0,1813496007.71,707688000.0,2370938900.0,34240000.0,1369279000.0,1214136000.0,3417063000.0,1647449000.004,1038,0.006009352569000001
0001158172-18-000050,0.0,224924000.0,659839000.0,-52960000.0,499062000.0,269587000.0,5360871466.27,2782287000.0,4540899491.940001,260948000.0,1138353000.0,788232000.0,3161728000.0,6677740000.004001,1398,0.0043377136190000005
0001158172-18-000051,0.0,184683000.0,906079000.0,-774000.0,257329000.0,12598000.0,550431040.39,1674621000.0,2784551000.0,48408000.0,855999000.0,149418000.0,411481000.0,6353672000.004001,392,0.007684210779
0001158172-18-000052,0.0,189036000.0,660422000.0,-51168000.0,245010000.0,25017000.0,1629173040.39,1700938000.0,2740293000.0,47119000.0,852014000.0,212480000.0,805856000.0,6117857000.004001,500,0.007350509754
0001158172-18-000053,0.0,179364000.0,620963000.0,-77352000.0,289960000.0,37516000.0,2200524040.39,1711432000.0,2751496000.0,47119000.0,1061519000.0,257151000.0,977595000.0,5639296000.004001,520,0.01232206365
0001158449-18-000039,0.0,3864664000.0,626294000.0,1829052000.0,10460135000.0,4867800000.0,20302570000.0,8080592000.0,52244702000.0,1995157000.0,15449875000.0,20727473000.0,47619944000.0,39270370000.7204,1026,0.007112195748
0001158463-18-000018,0.0,483000000.0,-1679000000.0,4564000000.0,4360000000.0,6890000000.0,32576600021.800007,0.0,38039000000.0,1092000000.0,14036000000.0,71146000000.0,56582000000.0,70824000000.04001,1096,0.005231410199
0001159036-18-000011,0.0,141777000.0,451430000.0,46571000.0,222491000.0,32057000.0,2395173167.15,834191000.0,4236995022.82,166074000.0,1531217000.0,188372000.0,1471945000.0,1307659012.5040002,960,0.011154041750000001
0001159167-18-000004,0.0,274907000.0,793073000.0,223889000.0,462366000.0,186444000.0,3313041603.3799987,605024000.0,3000271000.0,31031000.0,800473000.0,491256000.0,6444386000.0,4458565000.04,1050,0.001841945948
0001159281-18-000007,0.0,162959000.0,248636000.0,-6323000.0,303068000.0,579561000.0,5050067000.0,59605000.0,2253587000.0,241426000.0,980093000.0,2521500000.0,8325142000.0,1724802000.02,858,0.003685200988
0001161154-18-000018,0.0,9396000000.0,-5676000000.0,10535000000.0,44895000000.0,28378000000.0,157948000000.0,44617000000.0,390417000000.0,85122000000.0,370919000000.0,304288000000.0,235436000000.0,485315000020.0,1586,0.003847226852
0001161697-18-000046,0.0,2681.0,65372.0,-167482.0,4584392.0,1813.0,2791937.1,2990535.0,4185071.0,72150.0,2465109.0,6605989.0,6406.0,-6414687.995999998,364,0.02337503176
0001161697-18-000048,0.0,0.0,0.0,-112194.0,30278.0,0.0,139205.0,0.0,0.0,142419.0,1175630.0,30194.0,0.0,-757297.9998,110,0.10517448830000001
0001161697-18-000087,0.0,0.0,125447.0,-36799.0,1804152.0,0.0,696486.0,0.0,189404.0,17500.0,2736791.0,3356068.0,0.0,-3262882.988,262,0.03121080591
0001161697-18-000112,0.0,4144065.0,10876727.0,568296.0,2780763.0,3619967.0,41746427.0,1587186.0,43142157.0,0.0,7026148.0,21075927.0,25678769.0,55936165.02,400,0.011883977569999999
0001161697-18-000118,0.0,15556.0,28764.0,-225153.0,414120.0,93894.0,105208.0,0.0,835928.0,368864.0,659454.0,99908.0,85050.0,-69940.99799999999,116,0.033026726969999996
0001161728-18-000003,0.0,471468000.0,219147006.098,842388000.0,1867226000.0,2674611000.0,6208887370.0,31900000.0,15530441000.0,161323000.0,10628863000.0,12523590000.0,9180380000.0,23052751004.0,1964,0.008155360062
0001162194-18-000032,0.0,28345000.0,415446000.0,-98183000.0,459226000.0,85695000.0,892959078.9000002,964770000.0,1937294000.0,252513000.0,667971000.0,425866000.0,1201634000.0,757113000.0050001,822,0.008215320671
0001163302-18-000011,0.0,2766000000.0,4204000000.6,1891000000.0,8461000000.0,22578000000.0,70138000343.73001,1172000000.0,99402000180.13,2501000000.0,31281000000.0,70110000000.0,76670000000.0,46409000002.0,1376,0.0008790701644999999
0001163370-18-000006,0.0,13459780000.0,260347002.38000005,50035000.0,-3285000.0,51660000.0,1336746193.42,114416000.0,6457304020.02,2242798000.0,3985467000.0,219710000.0,72208000.0,7437272004.0,2028,0.004038288413999999
0001163609-18-000008,0.0,170679568.0,70734044.0,49955134.0,81016489.0,112387781.0,1075381421.0,0.0,650234944.0,291663532.0,445675022.31,330958220.0,2195665576.0,291922201.0,524,0.009265940321
0001164863-18-000009,0.0,757500000.0,562600002.52,197600000.0,1325800000.0,1049700000.0,5881100155.339999,4493200000.0,12115000000.0,1226300000.0,10738300000.0,3876500000.0,9049100000.0,9300900001.02,1430,0.0029987382280000003
0001165002-18-000014,0.0,52011000.0,160219000.0,153481000.0,25549006.94,21767000.0,1304814000.0,204145000.0,25397835000.0,0.0,207571000.0,49246000.0,805740000.0,1704798000.02,938,0.005860271962999999
0001165527-18-000005,0.0,39784.0,-970372.0,-849255.0,4035370.0,0.0,145287206.0,0.0,21505683.0,363269.0,5788275.0,34682900.0,7284.0,30583753.00040001,214,0.06990989730000001
0001165527-18-000015,0.0,0.0,5670.0,-18523.0,8282.0,0.0,19887.0,0.0,5782.0,50000.0,218095.0,6756.0,0.0,-448303.996,142,0.10360774240000001
0001165527-18-000018,0.0,0.0,12080.0,-8080.0,3521311.0,0.0,24443.0,0.0,3668.0,0.0,6857212.0,34909.0,0.0,-10720073.998,140,0.03575642138
0001165527-18-000021,0.0,8714.0,28928.0,-50365.0,16090.0,0.0,62797.0,0.0,180471.0,23962.0,132730.0,-26298.0,967.0,-58548.99800000003,166,0.03255705893
0001165527-18-000023,0.0,0.0,758.0,-161.0,20883.0,0.0,213.0,0.0,0.0,0.0,101328.0,161.0,0.0,-202655.99800000002,66,0.1673485468
0001165527-18-000037,0.0,3460077.0,7648290.0,-4897188.0,6249600.0,1864.0,10080948.93,7055000.0,30088580.0,8950000.0,38826756.0,6086683.0,4911463.0,1306472.0020000006,314,0.01176138642
0001165527-18-000039,0.0,0.0,251674.0,-65459.0,1492205.0,0.0,89125.0,0.0,2452884.0,0.0,1753118.0,734.0,0.0,-2618870.996,206,0.11107825800000001
0001165527-18-000041,0.0,54899.0,6278.0,-84912.0,251267.0,1400.0,-17725.0,0.0,1890886.0,86744.0,578974.0,75271.0,4529.0,-1073152.998,276,0.0138119844
0001166003-18-000022,0.0,5649400000.0,1063900000.0,1514800000.0,10798400000.0,4522800000.0,72327700000.0,23781900000.0,63887800000.0,9758700000.0,57040000000.0,17857400000.0,52456900000.0,55313900000.004005,1020,0.001800278095
0001166126-18-000014,0.0,0.0,3207000000.0,1228000000.0,6794000000.0,25382000000.0,68118000081.0,1177000000.0,66573000011.28,3948000000.0,60357000000.0,30147000000.0,62731000000.0,29581000001.0,1180,0.0036897759250000004
0001166388-18-000013,0.0,692946000.0,1380182000.0,506174000.0,1183241000.0,655364000.0,5584072000.0,13117299000.0,8639933000.0,665149000.0,7526807000.0,1916435000.0,10714439000.0,14272121064.463999,1432,0.007838346627
